695.75,1.25
695.75,13.25
669.25,20.75
664.75,44.25
724.25,36.75
730.75,17.75
659.25,56.25
749.25,55.75
651.25,97.25
739.75,79.75
701.75,86.75
663.25,153.25
742.75,150.75
656.75,176.25
702.25,184.25
702.25,243.75
582.25,206.25
659.75,214.75
664.75,271.25
561.75,222.25
456.25,276.75
663.75,287.25
738.75,228.75
544.25,303.75
613.75,302.75
578.75,322.25
579.25,348.25
556.25,357.25
600.75,355.25
536.25,360.25
623.25,360.25
521.25,387.25
632.25,388.25
579.25,404.75
555.25,498.25
606.25,498.25
553.25,437.75
606.25,437.75
529.25,479.25
632.25,481.25
558.75,544.25
661.75,542.75
659.75,512.75
451.75,473.75
799.25,253.75
873.25,227.25
796.75,421.25
145.75,291.75
61.25,275.25
55.25,342.25
137.75,334.25
260.25,347.75
337.25,358.75
377.75,355.25
377.25,371.25
130.75,545.75
279.25,544.75
0.5,0.5
900.5,0.5
0.5,600.5
900.5,600.5
