668.75,1.25
669.75,16.75
651.75,19.25
640.25,53.75
700.25,38.75
707.25,18.25
644.75,46.25
730.25,45.75
628.75,106.75
722.25,68.75
688.25,76.25
656.75,135.25
731.75,135.75
637.75,180.75
694.75,169.75
700.25,229.25
569.75,204.75
643.75,218.75
667.75,256.25
549.25,222.25
458.25,258.25
666.75,273.75
735.25,214.75
543.25,290.25
615.75,290.25
579.75,309.75
579.75,339.75
555.75,348.75
602.75,347.75
534.75,350.25
628.25,351.25
525.75,382.75
633.25,384.25
581.75,404.25
555.75,522.25
609.25,522.25
553.75,441.75
608.75,442.75
528.25,490.25
637.75,492.25
566.25,556.75
691.25,557.75
687.25,527.75
442.25,487.75
780.25,237.75
885.25,161.25
802.75,436.25
168.25,280.75
71.25,224.25
51.25,294.75
157.75,328.75
260.75,392.25
303.75,417.75
327.25,403.25
324.75,435.75
93.75,525.75
310.25,530.25
0.5,0.5
900.5,0.5
0.5,600.5
900.5,600.5
