7.625,125.38
40.875,133.38
59.625,130.38
90.375,138.88
53.625,154.13
94.875,155.13
17.375,165.38
38.125,166.63
52.875,163.63
61.875,167.63
83.125,168.63
100.38,171.63
119.38,171.88
172.63,85.875
183.63,80.875
194.88,81.375
193.38,94.875
186.62,120.38
162.12,130.63
197.13,135.63
170.88,144.13
186.62,145.63
209.88,83.375
260.88,64.625
317.63,80.625
235.38,93.875
286.13,92.625
259.63,132.88
237.88,147.88
318.38,130.63
339.63,99.625
355.38,103.88
374.13,85.625
407.63,80.125
420.88,84.375
437.13,100.38
465.38,91.375
376.63,146.13
496.88,48.875
547.88,26.125
582.38,38.375
549.88,57.375
499.63,78.625
531.13,65.875
532.38,81.125
557.63,92.125
573.13,86.875
519.13,95.125
535.63,120.63
509.38,127.38
561.88,130.63
420.63,154.63
393.88,162.63
425.88,182.63
396.88,188.88
403.38,198.38
423.87,194.63
308.38,166.13
167.38,172.88
143.38,176.38
213.38,179.13
160.62,194.13
189.63,195.88
158.63,244.63
189.63,245.13
108.38,253.13
236.38,253.13
147.63,265.63
223.38,267.13
189.63,304.38
161.63,304.63
211.88,325.88
301.13,332.13
45.716,331.08
57.973,364.1
79.375,208.88
96.625,210.62
117.88,211.13
16.875,206.38
33.125,206.62
11.625,221.38
58.625,207.38
95.375,241.13
119.38,241.63
131.63,241.87
133.63,212.38
0.5,0.5
600.5,0.5
0.5,400.5
600.5,400.5
